Resume ID,Resume Text,Education,Experience Years,Skills,Job Role,Category
R000088,"Education: Radiography License Experience: 2 years Skills: TensorFlow, Communication, Attention to Detail, SQL, Radiation Safety, Imaging Technology, Technical Skills, Adobe Creative Suite",Radiography License,2,TensorFlow|Communication|Attention to Detail|SQL|Radiation Safety|Imaging Technology|Technical Skills|Adobe Creative Suite|Patient Care,Radiographer,Healthcare
R000089,"Education: Military Academy Experience: 5 years Skills: Communication, Scrum, Problem Solving, React, Leadership, Strategic Planning, Safety, P&L Management",Military Academy,5,Communication|Scrum|Problem Solving|React|Leadership|Strategic Planning|Safety|P&L Management|Shell Scripting|Discipline|Perl,Military Officer,Law Enforcement
R000090,"Education: Bachelor's in Computer Science Experience: 2 years Skills: UI/UX, Swift, Problem Solving, Xcode, Mobile Development, iOS Development, Figma, Data Analysis",Bachelor's in Computer Science,2,UI/UX|Swift|Problem Solving|Xcode|Mobile Development|iOS Development|Figma|Data Analysis|User Interface,Swift Developer,Technology
R000091,"Education: Bachelor's in Marketing Experience: 5 years Skills: Campaign Management, Communication, Analytics, Budget Management, Leadership, Shell Scripting, Ansible, Brand Strategy",Bachelor's in Marketing,5,Campaign Management|Communication|Analytics|Budget Management|Leadership|Shell Scripting|Ansible|Brand Strategy,Marketing Manager,Marketing & Sales
R000092,"Education: Social Media Certification Experience: 2 years Skills: NoSQL, Query Optimization, Analytics, Content Creation, P&L Management, Communication, Creativity, Photography/Videography",Social Media Certification,2,NoSQL|Query Optimization|Analytics|Content Creation|P&L Management|Communication|Creativity|Photography/Videography|Social Media,Social Media Content Creator,Media Production
R000093,"Education: Bachelor's in Computer Science Experience: 5 years Skills: LispyScript, Functional Programming, Concurrency, PHP, Clojure, Vue.js, Rust, Mobile Security",Bachelor's in Computer Science,5,LispyScript|Functional Programming|Concurrency|PHP|Clojure|Vue.js|Rust|Mobile Security|Negotiation|Java Interop|Problem Solving,Clojure Developer,Technology
R000094,"Education: Bachelor's in IT Experience: 2 years Skills: SQL, Business Development, Analytics, Dashboard Development, Looker, PHP, Shell Scripting, LookML",Bachelor's in IT,2,SQL|Business Development|Analytics|Dashboard Development|Looker|PHP|Shell Scripting|LookML|Risk Assessment|Data Visualization,Looker Developer,Data & Analytics
R000095,"Education: Bachelor's in Safety Engineering Experience: 2 years Skills: Problem Solving, Mobile UI/UX, Regulatory Knowledge, Negotiation, Risk Assessment, Technical Writing, Safety Management, Adaptability",Bachelor's in Safety Engineering,2,Problem Solving|Mobile UI/UX|Regulatory Knowledge|Negotiation|Risk Assessment|Technical Writing|Safety Management|Adaptability|Communication|Leadership|Microservices,Safety Engineer,Energy & Utilities
R000096,"Education: Bachelor's in Accounting Experience: 6 years Skills: SEO, Internal Controls, Leadership, Risk Assessment, Audit Procedures, AWS, C#, Compliance",Bachelor's in Accounting,6,SEO|Internal Controls|Leadership|Risk Assessment|Audit Procedures|AWS|C#|Compliance|Communication|Flask,Audit Manager,Finance & Accounting
R000097,"Education: Master's in Business Experience: 4 years Skills: Rust, Leadership, Compliance, Department Management, Decision Making, Strategic Planning, Budget Control, Communication",Master's in Business,4,Rust|Leadership|Compliance|Department Management|Decision Making|Strategic Planning|Budget Control|Communication,Director,Private Sector Management
R000098,"Education: QA Certification Experience: 1 years Skills: SQL, API Testing, Manual Testing, Test Automation, React, Serverless, MongoDB, Bug Tracking",QA Certification,1,SQL|API Testing|Manual Testing|Test Automation|React|Serverless|MongoDB|Bug Tracking|Figma|Selenium,QA Engineer,Technology
R000099,"Education: Bachelor's in Engineering Experience: 4 years Skills: SQL, Analytics, Time Management, Data Modeling, Scikit-learn, REST API, Cloud Platforms, dbt",Bachelor's in Engineering,4,SQL|Analytics|Time Management|Data Modeling|Scikit-learn|REST API|Cloud Platforms|dbt|Python,Analytics Engineer,Data & Analytics
R000100,"Education: Bachelor's in Cybersecurity Experience: 3 years Skills: Vulnerability Testing, Problem Solving, Security Tools, Reporting, Risk Assessment, Security Testing, Redis, Django",Bachelor's in Cybersecurity,3,Vulnerability Testing|Problem Solving|Security Tools|Reporting|Risk Assessment|Security Testing|Redis|Django,Security Tester,Technology
R000101,"Education: License Experience: 2 years Skills: Communication, Query Optimization, Problem Solving, Empathy, Massage Therapy, Serverless, Customer Service, Django",License,2,Communication|Query Optimization|Problem Solving|Empathy|Massage Therapy|Serverless|Customer Service|Django|Anatomy|Negotiation,Massage Therapist,Beauty & Wellness
R000102,"Education: Associate in Veterinary Technology Experience: 1 years Skills: Animal Handling, Compassion, Veterinary Care, Jira, Go, Safety, Communication, Teamwork",Associate in Veterinary Technology,1,Animal Handling|Compassion|Veterinary Care|Jira|Go|Safety|Communication|Teamwork|Encryption|C#|Technical Skills,Veterinary Technician,Veterinary
R000103,"Education: Master's in Computer Science Experience: 5 years Skills: Statistics, Deep Learning, PyTorch, Angular, Problem Solving, TensorFlow, Research, Python",Master's in Computer Science,5,Statistics|Deep Learning|PyTorch|Angular|Problem Solving|TensorFlow|Research|Python,Machine Learning Engineer,Technology
R000104,"Education: Bachelor's in Computer Science Experience: 2 years Skills: MySQL, Magento, React Native, E-commerce, GraphQL, Problem Solving, JavaScript, PHP",Bachelor's in Computer Science,2,MySQL|Magento|React Native|E-commerce|GraphQL|Problem Solving|JavaScript|PHP,Magento Developer,Technology
R000105,"Education: Law School Graduate Experience: 0 years Skills: Negotiation, Legal Research, Analysis, Problem Solving, Attention to Detail, Ruby, Writing, Communication",Law School Graduate,0,Negotiation|Legal Research|Analysis|Problem Solving|Attention to Detail|Ruby|Writing|Communication,Law Clerk,Legal Services
R000106,"Education: Master's in Microbiology Experience: 1 years Skills: Precision, Research, Node.js, Microbiology, Jira, HTML, R, Data Analysis",Master's in Microbiology,1,Precision|Research|Node.js|Microbiology|Jira|HTML|R|Data Analysis|Laboratory Work|Python|Problem Solving,Microbiologist,Science & Research
R000107,"Education: Management Experience Experience: 1 years Skills: Customer Service, Leadership, Communication, Ruby, Restaurant Management, User Experience, Financial Management, Kotlin",Management Experience,1,Customer Service|Leadership|Communication|Ruby|Restaurant Management|User Experience|Financial Management|Kotlin|Creativity|Staff Management,Restaurant Manager,Agriculture & Food
R000108,"Education: Data Science Certificate Experience: 4 years Skills: Data Analysis, Documentation, Shell Scripting, Collaboration, Python, Jenkins, Visualization, Jupyter Notebooks",Data Science Certificate,4,Data Analysis|Documentation|Shell Scripting|Collaboration|Python|Jenkins|Visualization|Jupyter Notebooks,Jupyter Developer,Data & Analytics
R000109,"Education: Certification Experience: 1 years Skills: Texturing, Market Research, 3D Modeling, Compliance, Software Skills, Rendering, Tableau, Critical Thinking",Certification,1,Texturing|Market Research|3D Modeling|Compliance|Software Skills|Rendering|Tableau|Critical Thinking|Problem Solving|Creativity,3D Artist,Creative & Design
R000110,"Education: WordPress Certification Experience: 0 years Skills: JavaScript, Shell Scripting, WordPress, Business Development, PHP, CSS, Plugin Development, Theme Development",WordPress Certification,0,JavaScript|Shell Scripting|WordPress|Business Development|PHP|CSS|Plugin Development|Theme Development,WordPress Developer,Technology
R000111,"Education: Cloud Certification Experience: 7 years Skills: AWS, Networking, Oracle, C#, System Design, Security, SEO, GCP",Cloud Certification,7,AWS|Networking|Oracle|C#|System Design|Security|SEO|GCP|Azure|JavaScript|Jira,Cloud Architect,Technology
R000112,"Education: Bachelor's in Computer Science Experience: 3 years Skills: JavaScript, TypeScript, PostgreSQL, User Interface, Problem Solving, Type Safety, Node.js, Object-Oriented Design",Bachelor's in Computer Science,3,JavaScript|TypeScript|PostgreSQL|User Interface|Problem Solving|Type Safety|Node.js|Object-Oriented Design|Firewalls|Graphic Design|Teamwork,TypeScript Developer,Technology
R000113,"Education: Diploma in IT Experience: 2 years Skills: JavaScript, UI/UX Design, CSS, HTML, Scrum, Kanban, Vue.js, React",Diploma in IT,2,JavaScript|UI/UX Design|CSS|HTML|Scrum|Kanban|Vue.js|React,Frontend Developer,Technology
R000114,"Education: Bachelor's in Marketing Experience: 0 years Skills: Analytics, A/B Testing, Email Campaign Management, Redis, Segmentation, Android, Automation Platforms, Copywriting",Bachelor's in Marketing,0,Analytics|A/B Testing|Email Campaign Management|Redis|Segmentation|Android|Automation Platforms|Copywriting|Jupyter,Email Marketing Specialist,Marketing & Sales
R000115,"Education: Master's in Public Administration Experience: 3 years Skills: Oracle, Leadership, Public Administration, Policy Knowledge, Shell Scripting, Budget Management, PostgreSQL, NumPy",Master's in Public Administration,3,Oracle|Leadership|Public Administration|Policy Knowledge|Shell Scripting|Budget Management|PostgreSQL|NumPy|Communication|Swift|Strategic Planning,Public Administrator,Government & Public Service
R000116,"Education: WordPress Certification Experience: 0 years Skills: PHP, Plugin Development, Theme Development, Graphic Design, JavaScript, WordPress, Adobe Creative Suite, CSS",WordPress Certification,0,PHP|Plugin Development|Theme Development|Graphic Design|JavaScript|WordPress|Adobe Creative Suite|CSS,WordPress Developer,Technology
R000117,"Education: High School Experience: 0 years Skills: User Interface, Software Skills, Administrative Skills, Time Management, Database Design, Typing, Communication, Organization",High School,0,User Interface|Software Skills|Administrative Skills|Time Management|Database Design|Typing|Communication|Organization,Administrative Assistant,Administration
R000118,"Education: Master's or PhD in Psychology Experience: 5 years Skills: Empathy, Critical Thinking, Mobile UI/UX, Business Development, Patient Communication, User Interface, Psychological Assessment, Research",Master's or PhD in Psychology,5,Empathy|Critical Thinking|Mobile UI/UX|Business Development|Patient Communication|User Interface|Psychological Assessment|Research|P&L Management|MySQL|Counseling,Psychologist,Healthcare
R000119,"Education: Beauty School Experience: 2 years Skills: Nail Care, Precision, Customer Service, Creativity, Artistry, Security Protocols, Communication, Sanitation",Beauty School,2,Nail Care|Precision|Customer Service|Creativity|Artistry|Security Protocols|Communication|Sanitation,Nail Technician,Beauty & Wellness
R000120,"Education: Bachelor's in Operations Experience: 3 years Skills: Quality Control, Equipment Maintenance, Documentation, Staff Management, Teamwork, Business Acumen, Problem Solving, Production Planning",Bachelor's in Operations,3,Quality Control|Equipment Maintenance|Documentation|Staff Management|Teamwork|Business Acumen|Problem Solving|Production Planning|Firewalls|Safety,Production Manager,Operations & Supply Chain
R000121,"Education: Bar License Experience: 0 years Skills: Legal Knowledge, Negotiation, Ethics, Problem Solving, Docker, Research, Budget Management, Writing",Bar License,0,Legal Knowledge|Negotiation|Ethics|Problem Solving|Docker|Research|Budget Management|Writing|Communication,Lawyer,Legal Services
R000122,"Education: Trade School Experience: 3 years Skills: Python, Precision, GraphQL, Technical Knowledge, CNC Machines, Problem Solving, Attention to Detail, Safety",Trade School,3,Python|Precision|GraphQL|Technical Knowledge|CNC Machines|Problem Solving|Attention to Detail|Safety,CNC Machinist,Skilled Trades
R000123,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Cryptocurrency, Blockchain Technology, SQL, Smart Contracts, CloudFormation, Python, Problem Solving, Mentoring",Bachelor's in Computer Science,2,Cryptocurrency|Blockchain Technology|SQL|Smart Contracts|CloudFormation|Python|Problem Solving|Mentoring|Solidity|Vue.js,Blockchain Developer,Technology
R000124,"Education: Scrum Master Certification Experience: 4 years Skills: Adobe Creative Suite, Scrum, Coaching, Team Leadership, Agile, Machine Learning, Kanban, Problem Solving",Scrum Master Certification,4,Adobe Creative Suite|Scrum|Coaching|Team Leadership|Agile|Machine Learning|Kanban|Problem Solving|React Native|Angular|Communication,Scrum Master,Technology
R000125,"Education: MBA Experience: 9 years Skills: MongoDB, Market Strategy, Team Leadership, P&L Management, Brand Vision, Kubernetes, Strategic Leadership, Executive Communication",MBA,9,MongoDB|Market Strategy|Team Leadership|P&L Management|Brand Vision|Kubernetes|Strategic Leadership|Executive Communication|Confluence,Chief Marketing Officer,Marketing & Sales
